Address,Building,Organization
文卫弄,,珠宝城
长富西路,,萧山市民中心
茅山头,,）三楼婚检检验科
元美东路,,教师进修学校
稻花村,,奔竟大道利二花苑十二幢二单
傅家畈,,嘉彩铝型材
，三乡镇,,萧山宾馆财务部
新民路,,星达镜业有限公司
南小区,,金域兰庭小区
恒逸南岸,,闻堰三江花园闻涛苑
仙家里沈家浜,,保利霞飞郡北门
休愽路,,河庄初中
金光大道,,杭州申通总公司（上海客服部）综合服务处
大池楼村,,杭州萧山通惠中路
翠景北路,,杭州博众建设工程技术有限公司
洪潭桥,,戈雅公寓府上别墅府上会所
高田坊,,路小缦餐厅
（胜利北路,,杭州惠吉服饰有限公司
山南富,,潮趣童装
萧然路,,桃源卫生院输液室王宇收。
，桃源村,,春红足浴（宁围镇政府西侧）
树蓬王,,小拇指汽修旁边厂房念家装饰
古二顺成一路,,玉龙广场旁绣花厂
静江街道,,大转盘汇德纺机二楼外贸部
金山大道,,杭州萧牛五金机械有限公司
杭浙江省,,金色钱塘旁，江南国际城售楼处
春益一区,,杭州杭东机电有限公司
八大路,,通惠面馆
塘新路,,四翔村联托运中心（东阳义乌专线）
科技西路,,行头激光医院美颜妆业
盈北路,,，戈雅公寓夏风园，
萧山高桥路,,兴达市政
三峰周家湖,,，恒安名座
城隍庙街道,,之江纺织南湖园一路三雄极光店
湘湖人家西区,,一栋五楼爱登堡
中鼎园,,朝晖初中
汪角城,,机场北辅路交叉口顺发江南丽锦
高薪七路,,，世纪大道底，杭州裕万汽车零部件有限公司
清凤路,,浦阳商贸城浦江苑
人合院,,灿龙手机店
渔梁围朱屋新村,,（浙江港升控股集团有限公司
，七区,,红山农场协和集团
南闸新村,,通惠老年病医院一病区二楼
三雀科技,,国土萧山分局
瓜沥党山镇,,航民文化中心传达室
桥工业区,,杭州南沙运输有限公司
海宁市,,高桥菜场对面一萍美睫
龙城街道,,广元公寓东门杭州华联超市
党山六里桥,,座三楼新曜记茶餐厅
大西村一组,,临江时代
红绿灯口,,拒收到付件
宁围建设三路,,网架股份有限公司南区行政楼
明星村,,层，杭州开元商业经营管理有限公司、商业物管部
临浦大桥西侧,,（开发区热电有限公司
城桂路,,杭新印花整理厂
明星社区,,高桥幼儿园
南坞桥,,浙江凯达文具有限公司
杭州义蓬街道,,商会大厦上海银行
新地址,,祥发假日酒店
蓝娜里岛,,浙江汉欣家具工业有限公司唐欣工厂
速递易,,顺发和美家小区速递易
马家垫,,萧山楼塔南方尼龙粘扣有限公司
康湖街,,金华砂锅斜对面四季超市
原坎山镇,,楼塔镇楼塔镇楼塔花边市场
党山片开源村,,浙江民泰商业银行杭州萧山支行
萧山高新九路,,银隆百货二楼华歌尔专柜
翠苑新村,,联诚科技
车路湾村四组,,城东变电所内（新盾汽修厂
靖江老街北弄,,（杭州九彩包装印刷有限公司
原靖港,,华欣集团
保康医药,,尚鑫酒店金玫瑰
谷饶镇,,红山农场萧山农村商业银行红山支行
村后章村,,百草味有限公司
潮阳区,,鼎盛服饰城
新围街,,（雷迪森铂丽大饭店员工宿舍）
，长山头村,,，松冈机电
纬伍路,,，萧山奥得舒医疗器械有限公司
银湖工业区,,杭州中彩特种纤维有限公司
中山三路,,泰华医药化工杭州有限公司
蓝天路,,向阳嘉苑雷山安置区
与宁税路,,梅仙村梅仙桥
三星村,,座四楼萧山一页
东提路,,中国联通
，东阳街,,党山博杰电子园
温塘祠下,,杭州益隆纺织有限公司
新村东区,,隐龙湾一幢两单元
，康新工业园,,（可存放小区传达室）
场二区,,汇德隆购物中心一楼家电办公室
蜀山镇,,区政府行政综合大楼
水溪村,,杭州永利百合实业有限公司技术部
振新路,,喆人花坊
通北路,,杭州和泰宾馆一楼总台
大华路,,项漾村飞南布艺有限公司
对面门,,欧舒康卫浴有限公司
）梅仙村,,宁围农贸市场东门进去第四家蔬菜摊位（送前电话联系请不要中午时间送）谢谢
义沙茂隆,,双富纸箱有限公司
九洲基社区,,。岳小桥，明光超市
合丰路,,蜀山供电营业所
东二街,,，武肃路镇牌往西
横巷,,幢拉那巴米店
萧东村,,绿城钱塘明月工程部
萧山种鸡场,,永泰丰广场
寮边头村,,萧山高教园区旅游职业学院北校区
里士湖科创园,,新街花木城二期南
城善路,,交叉口顺发和美家
前高弄,,亚太生活区边正德堂大药房
雲石青山,,新世纪旧货市场
村南坞,,萧山第四中等职业学校
萧山中学,,大鹏工具
（拱秀路,,中南建设项目工地
门牌号,,章潘桥村犁头金（杭州萧山锦江绿色能源有限公司
新安工业园,,萧山闻堰镇湘湖艺术中心东四楼
闻不堰镇,,临江开发区创慧园温客隆超市
毛山头,,长途汽车总站
美好家园,,杭州君豪塑胶有限公司
青山张,,街道佳能公司环茂三路
万向精工,,（老政府大院）世纪华联超市
联华市区,,德圣农贸市场
美沙酮,,新兴公寓楼东单元
萧山五中,,东复村雷拓实业有限公司中空厂
越寨村,,。川锦鱼庄
坎山勇建村,,党山张谭村金士顿卫浴
凤起东路,,萧山国际机场新公安楼
广和小区,,萧山蓝爵国际
）戴村镇,,尖山派出所对面银鸟文体公司
都市广厦中荣,,江泉浴室
金峰5路,,（杭州旭亚）
临浦横,,萧山广播电视大学
北岸村,,义蓬镇义蓬购物中心三楼小刷锅小火锅
（阳城路,,横蓬村领秀实业有限公司
长河街道,,如鱼得水三楼
义南工业园区,,牛景汽车服务部
恒博路,,奥康专柜
八都村前方,,临江开发区农二场圣山科纺有限公司
世纪龙,,万城服装厂
）开发区,,与梅林大道交叉口顾家家居股份有限公司
红山农场垦辉路,,华东管理区总部
霞坑工业区,,杭州红垦农场
红山农场红灿路,,新林周东南网架桥北车间陈艺玲收
盈丰市场,,地质调查院
三丰村,,湘湖人家中鼎苑一幢
十涌路,,义乌商贸城
下墙门,,新生印染有限公司外贸仓库
配套用房,,（原五号）明成制衣
华南工业园,,庆丰纺织印染有限公司
新坡城路,,万达中路科地地产
树上王村,,永兴电力
西江四街,,女王传奇
新塘井头王,,桥头陈村福哥牛羊馆
春朝路,,道临江围垦十三工段第
塘上勇建村,,（星河景庭公寓东大门）泰润市政园林
国贸大厦,,（原东方艺校旁
祥梓桥,,安置小区第一排六号
浙江市心北路,,观兴木业院内新视力汽修。
萧山旺角,,毛源昌眼镜专卖店
悦胜一路,,浙江海警总队
步步高大道,,永翔电缆集团对面美丽心情美容美发
坎山河西中路,,（胖哥俩肉蟹煲）
富东南门村,,楼克伦思依蔓有限公司
泉厂区,,广告牌斜对面永千烟花爆竹店
荣庄新村,,黄洲石龙人民医院
新村大街,,煤科集团杭州环保研究院
傅新区,,与江东五路交叉口宝伟汽车零部件有限公司
洲际新天,,顺坝林之语清露苑
丰峡路,,传化花园中心
，联谊村,,万隆广电设备有限公司
缪家村何家,,八都村麦园
子母楼,,太平洋保利纺织品有限公司
黄草朗福进西路,,邮电局旁边中国电信营业厅
临江高新工业园区,,号中港电子商务园
，义盛路,,奥蒂电控工程部
元沙工业区,,志刚发型
一幢义桥镇,,杭州向日葵家纺有限公司
裘江新村杜家塘,,姚江汽修城建辉汽车快修
穗西村月,,党山长南桥汉润纤维对面烟酒店
东自然村,,（稻草人花坊）
唐新南,,浙江建设技术学院
长沙路,,杭州依维柯桥南高新五路集体宿舍四号门
美之园小区,,浙江萧山固陵汽配有限公司
在萧山,,萧山商业机械有限公司
佳山坞,,越翔科纺整理有限公司
科技东路,,（原交警大队）三楼刑大
，江东,,，老年活动室旁边
矮岭冚村沿,,（萧山公积金中心
河东街,,勤诚塑料包装材料有限公司
桥南高新十一路,,雅钰义齿公司
繆家村,,御岩足浴
金峰一路,,天宇房产售楼中心
永富路口,,乐荣有限公司
）三岔路,,正业纸箱厂
金沙群围,,三立灯饰厂
党山街,,左十四线杭州萧山新朝机械厂
，海塘路,,圣山伞布
裕民五路,,禾润汽车销售服务有限公司
广元公寓东门,,（联三村卫生服务站东面）奔达摩托
萧山戴村,,奥兰多小镇望湖居
红山农场砍红路,,（杭州萧山园林科技有限公司
酷博布艺,,组小樟溇
小捷窖捷南路,,农贸市场对面向宇纺织厂院内迪沃绣品有限公司
前进经济开发区,,小卖部收
桥南片区,,）杭州国际珠宝城
乌沙海滨路,,车立方
世纪新华,,抬头恒世通有限公司）否则拒收（到付的先联系好）（速尔拒收
原党山,,小区西大门南端子轩教育旁饭店
（新街街道,,新农都物流配套基地
斜后方,,物流中心配套基地振宁路
裘江新村西岸陈,,坎山凤升村委会
新华开发区,,正新鸡排店旁边
金园路,,东华纤维制造有限公司
桥南春潮路,,杭州印格华包装材料有限公司
前镇张亮桥村,,萧山出入境检验检疫局
风行大道,,（杭州赛福特设备有限公司
祟化路,,）速马集运中心
镇中桥往北,,浙江荣达工具有限公司
新南郡佳苑,,醉雨轩
花园小区,,（杭州博安实业有限公司
东旺路,,坎山嘉裕天城
南三村下方,,道三号闸人才公寓
金家滨,,纳斯科创园
杭杭州市,,萧东陶瓷市场金尊玉大理石瓷砖
农贸路,,寻味食代（爱心园蛋糕旁
顾晓萍,,杭州三元集美印染有限公司
尖胡村,,绿都百瑞一号楼
东桥村九组,,新世纪柏丽轩
岳阳路,,众力居委会众力美发对面
段晓阳,,洪杰减速机厂门口的路一直下去，九丰化工厂对面的住宅
义桥峡山,,安置房龍元建设工地职工宿舍东大门
（湘南村,,大同三村大同坞村
大路张片,,杰牌传动科技有限公司
活力康城,,我爱我家
尚易家具,,杭宜鲜大食堂
新盛新村,,启迪汽修
衡阳市,,新凉亭名流名美容美发沙龙
前孔,,临港工业园雅马哈乐器有限公司钢琴喷涂一班小物班
新北三组,,（新梅村村委南面的桥往西
新街邮储银行,,党湾潇丹羊毛衫厂
大道,,社区大会堂正对面小店
西许新农村,,衙前江南电机有限公司
萧山城河街,,下村黄洞庙山头小店
沿山路,,桥里纳音制衣厂
鸿型城,,雅歌琴行（江宁大厦东侧）
江苏省,,（杭州唐能能源科技有限公司
片路东,,萧山第四人民医院骨二科
宝屯工业区,,，公司杭州亿美实业有限
祥英路,,传化华洋化工公司
南丰小区,,老娘舅餐厅
（东小区,,萧东陶瓷品市场，金丝玉玛展厅
南城西平,,鼎鲜酒店
（新）,,奥迪智能木门乾泰
屋便民,,道前峰村欣琦超市
，城河街,,杭州火炬羽绒制品有限公司
旗杆弄,,纽约牛排
大石盖,,杭州旺辉机械有限公司
陆家村,,富丽达印染三厂
金鹭银座,,，高运混凝土公司
和尚镇,,米金鹭银座金鹭世家家居馆
浦工1路,,萧山雷迪森财富中心
绿茵路,,浙江萧山医院急诊大厅
科创路,,锦江之星酒店
小敏，,,（利群桥头菜鸟驿站
金怡南路,,云石小学
竹塘村,,萧山神力合金钢铸造厂
山未址村,,绿都嘉瑞广场写字楼
里庄基,,恒逸·南岸明珠
湘湖农富基地,,华祥休闲隔壁萧山项目部
均都沙,,杭州友佳精密机械有限公司
永胜路,,顺丰家园牛犇汽车美容
湖圆二路,,（家家邦农产品配送）
杭州湾花木,,復兴村上潘山蓝球场边小卖部
原何童埠,,东大门顺丰基地
三北村,,锐动数码维修室
宁税村八组,,形象城华莱士
中信银行,,乐多配件
萧山支行,,田头庄杭州硅宝化工有限公司
新农都副食品,,极地海洋世界
缪家村东片,,红十五线传化物流
（育才北路,,联通国税局
田丰新农村,,新围农机厂
西南东风北路,,小卖铺收
大元工业区,,临江卫生服务中心检验科
西沙路,,（开源蔬菜厂
河西公路,,临浦第二小学
前兴村四组,,冬柏服装园
建业银座,,、西尼电梯
田里胡村庙,,与通惠中路交叉口东北
（建设四路,,岚悦家纺
党山大池娄村,,群瑶美容
萧山远大村,,金茂写字楼
浆洗街,,杭州兆基科技有限公司
道肥猪市街,,首尔婚纱摄影
西许村东瑞,,电梯四楼黑泷网咖
秋鸿路,,杭州华洋包装有限公司
阳光名居,,，水果蔬菜店收
华丰桥头,,杭州肃派工具有限公司
（原草漾村,,赞杰跆拳道
）北岸路,,宁围新华中心桥（新华中心桥
与纬七路,,口国贸大厦二楼豆豆网咖
长联村川,,单木桥八组
益农大道,,社区卫生服务中心护理部
罗幕村许贤,,老人活动室往东
黄家章村,,大成名作一幢三单元
汇宇和庭,,利星行机械
北干沁园春,,浙江同济科技职业学院大一信管
洪宁路,,杭州佛罗尔绣品公司
芝兰村五组,,金山公交站内二车队办公室
汀山村,,安家山萧山农商银行桃源分理处附近
创兴路,,，浙江师范大学
坎山八大,,杭州东发纺织厂
怀德工业区,,爱梦妮亚服饰内佳吉汽配
大禾新区,,恒逸化纤正大门
义隆桥北,,君悦丽景两栋一单元
马国忠,,解放桥彩虹花边厂
红山农,,振宁路口凯丽晶座
场新区,,熙合制衣有限公司
锦天国际,,杭州蜀山路向阳社区许家新屋阳光超市
张庄路,,（曹家桥福彩旁边
铁路北街,,浙江飞鸿家用纺织品有限公司
梁家村,,，放烧开水的店里
龙华大浪,,杭州浣纱织造有限公司
碧云天,,宁牧村公共服务用房
商贸桥头,,凤升村委会
管家塔,,交叉口潮峰钢构集团有限公司
浙江农,,。生活大爆炸
批发市场,,杭州璧萝酒业有限公司
东门上街,,一都孙村新螺路新欣羽绒厂旁（红之韵羽绒服九成品）
黄草朗美西路,,杭州乐园
陈道波,,停车场丰色影印公司
姚里张,,）博雷中国控制有限公司
临江警务室,,义蓬购物中心晶杰手机店
萧山博奥城,,衙前街自提
赤岭大围新苑东福路,,琴尚足浴城
三沙茂辉工业区,,创汇源大酒店
金茂大厦,,敏驿行制衣有限公司后道总检宋影
，振宁路,,。住邦房产，华瑞晴庐店
收费站,,、单身公寓
蕭山区,,（杭州华丰巨箭工具有限公司
临江围垦十三工,,杭州杭刃工具有限公司
庄王村,,杭州方氏海绵软垫有限公司
与湘西路,,可爱可亲母婴生活馆
初中义蓬街道,,利民坝百货
长沙四桥后面,,兴惠化纤集团新厂
萧山工人路,,，华联超市
低湖朱,,钱塘明月人武部开进来第二个标段工地天伟建设开进去二楼等着
萧建设二路,,纳智捷华佑汽车生活馆
，南开路,,宝灵鸟电动车旁
新北菜场,,聚昌化纤有现公司
临浦景泰公寓,,墅上王展新汽修
新林周东,,，【金丰建筑批发部】
强通科创园,,（东坑供电分局）
明华苑,,（世纪华联超市
都市广厦荣庄村,,杭州忠积家纺有限公司
，党弯镇,,天伟建设
栋二层,,宁税社区春芽儿幼儿园
东园工业区,,宇步鞋业
佳丰北宛,,萧越印染厂旁世纪鸟电动车收
红垦农场十五队,,美站美城
建設一路,,）雪狼体育三楼总经理室
前进镇省,,男装店
红山农场南锋路,,米串烧工坊可放在隔壁饭店
旦晨画业,,钱江世纪城嘉润公馆杭州纽安能置业
相墅花园第,,杭州信睿恒汽车零部件有限公司（勤锐机械东面
城东姑娘桥,,靖江小商品市场好日子家纺
，吉利路,,绿都·四季华庭绿都·四季华庭
浸校塘,,萧山机场国航浙江分公司地面服务部
萧山得力,,，杭州金晨纺织印花有限公司
官界路,,镇中桥旅馆
王家里大典,,杭州萧山文发布业
汇林科技,,美特轻机
坎山新区,,地中海公寓
新安路,,伟达园林花雨伞服饰
长泰路,,杭州翔盛热电有限公司
浙江闻堰镇,,迪生照明
东庄王吟,,浦发汽车贸易有限公司
，浙江省,,萧钢构有限公司
机场旁新营村,,红垦农场重汽嘉泽苑
墩南张,,红山农场红山大道，红山农场，先锋桥五分场
拱墅区,,荣德机械有限公司
滨江街道,,，拓路者服饰
南兴村南北,,青山花边
村河东路,,（镇政府后面
顺旺基,,国道交叉口浙江万恒林肯中心
南城南路,,金临湖村渔临关（放在杭州华联）
南京市,,宜投金服
农业科,,（达昌桥南小店）
和香樟路,,富丽达公寓对面温客隆超市手机卖场
东益桥,,娘娘庙对面新益佳庙超市
丰产路,,明成地板有限公司
玉联村,,润洲纺织
长山桥南,,盛乐村六组一号
红山农场大道,,造型工坊
排黄山,,浙江工业大学（朝晖校区）
利华奥迪路与,,楼毛菇小象仓库私人件
疏桐苑,,中间那扇门
，砍山镇,,，创文绣品
塘唇工业区,,杭州英涛实业有限公司（原茵英鞋业）
丰瑞南苑小区,,浙东超市
坂里陈,,杭州天元建筑设计研究院
新峡路工二路,,义蓬购物中心三楼野原家寿司店
钱塘江石材市,,杭州昆杰电子
桥东弄,,华联超市（变电所旁
春益小区一区,,锦尚休闲足浴
东湖花园,,万兴减速机宿舍
（西区,,（邦贝液压）
正大门,,长山坞东升
群英,,萧山国际机场内机场宿舍
，宁东社区,,中隧桥内雷拓实业有限公司老厂
温塘砖窑,,东南网架南门
米左转,,宝莲灯一楼
石头北,,加州阳光三楼缘分面馆
建设2路原,,浙江省电力公司
桥园路二号,,浙江新鑫钢结构有限公司
七病区,,科尔南城嘉园
义隆桥,,银石机械有限公司
南庄王小祥路,,（宜家房屋置换）
党山片川北路,,金色钱塘旁江南国际城
初中瓜沥镇,,部队农副业基地内杭州锦莎毛纺织有限公司
南虹，,,杭州冯氏彩钢板有限公司
头蓬通围路,,杭州华丰巨箭工具有限公司
（原）,,，顺发康庄小区
高地上,,萧山商业城江南百货市场
萧山浦阳镇,,北侧达利公司一号楼
谢家,,（漂亮一百理发店往西数第三户）
和月明路,,三号桥下热火工具有限公司
组工新路,,长山小学
朝阳苑,,华芝有限公司
东升路,,湘西苗家粉王
室技术,,聚乾实业
世安桥,,万丰置业
惠丽港,,金茂大厦公寓楼二单元
道创业路,,（放柏山陈村委前面的世纪联华）
农业厦,,电大萧山学院
高田村,,教学楼
宁围宁牧村,,杭州耀远建设工程有限公司
周家湖,,联华新村会郎曹公交站
慈姑裘,,东门市场正大门右侧观光电梯五楼（艺会博展）到时打下电话
四川成都市,,会有人下楼来拿
党山车路,,红山桥往东一座桥桥南
江东西路,,蓝廷咖啡会所四楼
创意园区,,启慧学校
桥南高新六路,,垦辉五路六号凯尔达集团内欧普照明
平铺工业区,,港联华凯电器制品有限公司
万里路,,（到了打电话）
威尔马,,大众网吧
第一幢,,。浙江金服网络科技有限公司
上宝谭,,路东尼造型
九巷,,（不经允许放物业者死全家）
上城区,,商惠街井头王村金豆豆幼儿园附近的桂林米粉店
高桥菜场,,百合花集团股份有限公司
（杭星铜业）经六路,,杭州湾信息港公交站对面
袷元工业区,,（新峰三组
，裕元四路,,福阁足浴
生资部洲口路,,浦阳商贸城
牛角湾,,（浦阳快餐）
传化科创大厦,,街道政府对面宏河嘉园
南阳岩峰村岩峰,,运西村瓜沥软管厂北五百米
工商所,,如意公寓一栋三单元
（万向路,,永田汽车配件有限公司
临浦社区,,钱江农场传化大地绿科秀
萧山市坎山,,浙旅大酒店
联兴路南,,桃湖村彭家桥操场
庙里王村,,，西许村委会一楼，盈发电器
），晨晖路,,越西客车制造有限公司
干洗店,,，乐荣电线电器有限公司
紫霞新农村,,杭州萧山园林集团有限公司市场部
董静霞,,晶晶手机卖场
永兴工业区,,杭州天丽花边有限公司
横东村,,湘湖艺术中心东四楼
黄山五金,,临浦油车桥发达齿轮有限公司技术部
湖滨小区,,友嘉高松机械科技有限公司
建龙实业,,新凉亭名流名美发沙龙
濠联村,,东岱珠宝饰品有限公司专案课
广仁小区,,（北干一苑
社区新区,,杭州中油高盛能源有限公司
环城南路,,中马家纺后面九组九号
萧山机电市,,控制有限公司
新闸头村,,瓜港三路乙对纺织有限公司
南开路,,五楼订房中心
义盛工业区,,利二花园二幢二单元
戚家池社区,,银兴照明厂
红星桥,,吟龙村兴惠化纤集团
巷头村,,杭州聪吉纺织有限公司
沙头街,,（菜场南
钱纺宿舍,,米家电维修）
一组新农村,,猎手网咖
与鸿宁路,,（小南门开元后勤基地旁
群联社区,,，滨水名庭大门对面
卫生站,,阿三副食品店旁
客户地址,,新街成人文化技术学校
：浙江,,万鸿酒店
萧山商业城中区,,旭清汽修厂
居岐管理区,,保利·霞飞郡公寓楼
杭州民和路,,新兴公寓商铺
中国杭州,,欧菲雅壁纸有效公司
桥南高新五路,,拒收到付件】注意看【退货之前请先联系客服核对退货地址，否则丢失自负
，纬七路,,伊梦丽莎收
萧山站前路,,萧东陶瓷市场往东
铂丽轩,,米灰色铁皮仓库广达龙仓库
经3路,,高詹花边有限公司
宏育路,,汉帛国际四号楼二楼
阪里童社区,,，杭州通运鞋业有限公司
金峰二路,,杭州萧山万兴五金机械有限工司
华星工具厂,,（衙前成校向西
总府路,,东度人力大夏
《瓜沥镇,,（枫桥村委会与玛吉斯轮胎公司中间的村路到底）
怀德社区,,颐达木门有限公司
芦狄蒲,,天成印染有限公司
高尔夫大道,,身边购物广场香烟柜台
南观澜,,雷迪森大酒店财富中心
（东灵路,,汇德隆对面米露咖啡
城厢拱秀路,,办公三楼丹飞服饰
萧山振宁路,,裘江新村观潮化工涂料二楼聚鑫服饰
党山片众安村,,栋三楼中通秀驿香港转运仓
仙潭里,,门毛菇小象私人件
黄家河村,,二手车服务中心
柏丽轩,,党山世安桥村全迪门业正对面柏明木业
新丰西一路,,幺妹鱼庄
桃源树蓬王村,,杭州美喜依卫浴有限公司
蓬中路,,晨瑞服饰有限公司
西许村西,,长山食品厂杭塑弄
许新区,,邮政大楼
座三楼,,明成制衣有限公司
杭州区,,江东环境监测站
苏小雪,,座三楼新概念
塘新一弄,,（杭州电斧电器有限公司
北干一,,云冰制冷设备公司
路青六,,，银隆百货二楼布塔专柜
袁山贝村,,杭州飞路监控
头篷街,,赵家湾宜香家居
麦香村,,阳辛园辅料仓库
新宏路,,花都美容美发
萧山钱农西路,,肯德基
联丰工业园,,杭州飞航模具科技有限公司
广乐北路,,普洛斯物流园远成物流
国泰君安,,（明德小学附近）
岳小桥村,,红山农场红山丝化印染有限公司电脑房
衙前路东庄,,黄州金沙湾花园
王群力路,,路口玖萧网吧
和顺桥,,（王家防雨服饰
公交站,,社区博文手机大卖场
杭州城乡街道,,惠美造型
正崴科技园,,华瑞晴庐售楼处
新公安大楼,,占家埭村利成机械热处理有限公司
大悲坞,,信息港二期工地
建杰大道,,宝盛水博园大酒店
杭甬高速公路,,广宁小区快乐鸟幼儿园
荣庄新,,（闻堰饭店
宵边大道,,天艺盛和苑
市北开发区,,（中国浙江花木城）二期三环
大江东产业集中区,,天林尚高酒店对面宁东加油站
桥南新十路,,与东复线交叉口育才医院
石碣同富东路,,一都吴村村口黑色厂房
前进四路,,临江商贸城城蕊电脑维修
（汤山村,,料有限公司
灯郎王村,,泽荣村名士机械厂
广东广州市,,杭齿家属宿舍
增城区,,金域三江小区
东村,,金科创园二期
东岳路,,杭州鹏雁科技）
十巷,,育英实验学校
联华新村沙河沈村,,徳恩商场童装收银台
（宁安路,,、益邦氨纶有限公司
大坞朱,,泰和天辰国际广场唐风足浴
金丰路,,石岩纺织厂内泰谱圣机械
号江南,,杭州新王轻纺有限公司
第一城,,，公交修理厂
庄新村,,苑门口萧山农村合作银行临江支行
普陀区,,明怡花苑东明星路
长寿路,,生态园好又多超市
武宁路,,杭州九州通医药有限公司
灯郎张村,,万向钱轴承磨二部门
宁北小区,,凌淼机械厂
春益三路,,塘头钟好又多超市
，太平洋,,九中过来一点的万兴减速机厂
杭州光华路,,杭州永泉市政工程有限公司
，双圩村,,龙钢瓶有限公司
小满村,,，南阳好又多超市
方家弄,,杭州双合塑化有限公司
（大桥村,,一号杭州天诚药业有限公司
新农都精品三区,,有成模具园
桥南恒盛路,,（靠河那一边
、北干街道,,道时代联华超市
金家埭村,,雅戈尔专卖店
东圩村新,,绿源电动车专卖店
金座一幢,,杭州萧山南阳雷山村
美师西路,,萧山湖商村镇银行
（闸口,,综治科管燕收
道浙江,,社区二棉路城北新村
尊盛一号,,电梯上
香江小百货,,缪家村勇义寺路口小商店
镇中村民新,,杭州绿茵天贸易有限公司
，螺东路,,，杭州沃梅哈斯网络科技有限公司
红届村,,七组梅林大道垃圾中转站东煤场
素问道,,浦阳江水泥厂华东钢构旁山坞村
俊良村,,杭州汇羽刺绣有限公司
盈丰新,,恩裕科技股份有限公司
西陵路与,,陈家园村燕丽雨具
外环西路,,三益家电
黄山樟树村,,杭州友耐工具有限公司
童家里,,江东市本级区块前进
石家庄市,,李尔长安杭州汽车座椅有限责任公司
富民中路,,杭州萧山科学仪器二厂
东深高丽工业区,,楼门诊一站式服务台
临港工业瓜港,,低湖朱村萧山服务区
宁安,,道永彰汽车电子有限公司
付家坂,,弘杰鞋业
萧山育才,,华达机械
宏景街蜜蜂,,颐高数码广场老娘舅餐厅
吕才庄社区,,进化村文汇学校旁珊珊便利店
新大楼,,半岛花园物业管理中心
成南村,,坝杭州钱龙实业有限公司
七里店陈家门,,义蓬购物中心移动营业厅
）桥南开发区,,滨水名庭对面圆通菜鸟驿站
山河工业区,,（亚顺石材
广德社区,,小欖鎮東生東路一街二號菲力士包裝系統有限公司
锦江区,,慧根机电
楼塔镇管村花边,,燕忠监控
姜家里,,董家埭老地方烤鱼
前河路,,红门电梯旁
旺角城果,,东对面纸箱厂
大宁社区,,双诺传动
浦江路,,华添园食品有限公司
紫霞村祥农,,萧山九中体育馆
第三排,,村委会旁奥克斯专卖店
项目部,,协诚伞业
设东大门,,杭州萧山城厢彩印厂内
九龙山庄,,部队农副业基地建明冷轧有限公司
衙前工业园,,组群飞机械
安山前朱村,,蓝山名店
瓜港三路网仓,,杭州信多达电器有限公司
河庄工业区,,全乐酒店
衙前自然村,,路禾声科技有限公司
新源路,,竣邦塑胶模具有限公司
临浦清和,,长山机械厂
华润金,,萧山公积金中心
萧山临浦临东路,,汇锦名店广场沙拉足浴
友谊安置小区,,天乐村平阳岔口进来第一排第二栋
梁家墩,,东裕晟机械有限公司
锦绣国际,,东瑞四路三雀科技门卫室
湘湖二期景区,,农贸市场十字路口蔬菜粮油店，包子铺旁
鲁家坞村,,老凤祥时代店
学林尚苑,,，创意园水城宿舍
瑛珠桥村,,棉花厂
山经济技术开发区,,国兴企业内亮点印刷
市车城,,，金鹭银座
西许工业园,,三区奥兰多小镇揽亭苑
红山农场赭盐路,,五号右侧厂房
庆丰,,新塘羽绒有限公司
党山工业区,,超越果业店内
园五路,,临江佳苑对面东风裕隆宿舍
联三村金山,,转塘头新依盛印染有限公司
唐洪村晋煌一路,,农二场新恒逸公寓
，张谭村,,荣盛石化纺丝一部
下新农村,,，村委南
党山大池,,地铁口江南名城
娄卫生,,杭州萧山机场员工宿舍
义桥郎,,社区办公室
彭新农村,,闻堰南岸花城竹雾苑
道新垦路,,吉达联发汽车配件有限公司
晶典公寓,,统一企业有限公司
半江陈村,,委旁佳楠卫浴
杜家街,,幢一号兰州拉面店
江东临江经济开发区,,萧山国际机场东大门永盛路顺丰速运生活楼
还珠沥乐购,,盛丽绣花厂
友人民路,,百世汇通快递旁边，牛奶大世界
贵州贵阳,,新街派出所后面林森建设生活区
南明区,,东灵塑胶有限公司
都市路,,心仪羊绒
蓝波湾,,桥头陈曙光机械
下坂低村,,王村华杰混泥土有限公司
河上农村,,丰树物流园天猫仓库
华锋村,,钱江农场耕文路桥头迦南数码
寨湾组,,加州阳光对面）顶尚迷踪蟹
（所前,,朝阳桥过东
）通二村,,米朱家木业（新街水管站旁
中鼎院,,园区红十五线东南新材料有限公司
黎明新村,,（代红至尊会所）后面金逸包装材料有限公司
紫东工业园区,,、凤凰花园
党山区,,南方佛吉亚汽车配件有限公司
潮都西路,,潮峰空间结构产业园
下洋田,,老兵超市
群益故乡苑,,杭州印格华包装有限公司
江南世家,,与新螺路交叉口阿强饭店
东联村东湾,,电变站旁凯峰鞋业
北侧，,,，金芒果
白庙上高巷,,华圣东方家苑
益民桥西,,第二栋中间玻璃门）
，三盈村,,物美伶俐店
，盈一路,,米同兴卫浴门卫
（长风路,,径游村上庄桥头璟睿通讯
邮电三路,,万向钱潮股份有限公司总装工段
戴家桥浴美施路,,与三益线交叉口杭州邮政处理中心
紫霞村欢乐,,杭州元昊
所前生态工业园,,乐荣集团
区新光大道,,宋城地中海别墅
盘山公路,,申通快递总公司客服中心投诉管理处
南川区,,邮政申诉
